Path,target,target_numerique,prediction
Images/PBC_dataset_normal_DIB\eosinophil/EO_123704.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_914594.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_823486.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_228261.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_421401.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_353758.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/SNE_434790.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_187676.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\lymphocyte/LY_591194.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/PMY_806069.jpg,IG,3,BA
Images/PBC_dataset_normal_DIB\platelet/PLATELET_312576.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_251840.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\monocyte/MO_693426.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_31995.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/PMY_162735.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_243554.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_307830.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/PMY_557419.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_710107.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_145463.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_827845.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_255151.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_374094.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_696243.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_865813.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_129649.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_468776.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_517156.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_74921.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_410859.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_857382.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_848321.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_658426.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_832241.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_618428.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/BNE_519373.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_420876.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_579967.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_740068.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_337928.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_534414.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_105961.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_716054.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\platelet/PLATELET_377019.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_732204.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_296115.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_446923.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_184137.jpg,IG,3,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_224302.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_720086.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_404231.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_170830.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_548290.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/IG_885360.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_956596.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_218293.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_500493.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_595972.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_460781.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_634809.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_841899.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/PMY_946660.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_305180.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_443350.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_993230.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_330366.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_852415.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_358297.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_363396.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\monocyte/MO_434045.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_542933.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_393281.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_669624.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_359510.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_312496.jpg,NEUTROPHIL,1,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_351444.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_855020.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_686296.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_125411.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_74907.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_20036.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_909861.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_592949.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_548871.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MMY_739162.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_694380.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\lymphocyte/LY_166114.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MMY_970412.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_569524.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\ig/IG_78575.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_100275.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\basophil/BA_102039.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_923555.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_599188.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_165850.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_133625.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_659964.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_889212.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_529449.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_916041.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_270753.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_355759.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_68308.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_251042.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_684536.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_679601.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_31317.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_959568.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_295633.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_216577.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_208484.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_473743.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_242626.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_129396.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/SNE_508710.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_105060.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_409320.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_110498.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_539884.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_915242.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_374765.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_725416.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_355150.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_303404.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_289566.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_825350.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_184945.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_671490.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_23164.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_46783.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_872946.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_390822.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_497112.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_543820.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_37507.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_612365.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_645191.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_388894.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_938584.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_604921.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/SNE_859389.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_992020.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_10563.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_445288.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_153481.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_648524.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_74901.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MMY_945875.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_225123.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_679904.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_185835.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_442.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_445349.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_846614.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\monocyte/MO_14801.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_282222.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_657751.jpg,NEUTROPHIL,1,IG
Images/PBC_dataset_normal_DIB\basophil/BA_519510.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\monocyte/MO_759794.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MMY_176479.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_490942.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_2733.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_247374.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_429887.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/PMY_456936.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_764185.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_257815.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_881002.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\lymphocyte/LY_526267.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_24753.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_36183.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_970453.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\monocyte/MO_283747.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_413573.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_202339.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_490980.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_801347.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_88847.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_99568.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_525705.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_670614.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_447067.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_916745.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\basophil/BA_961010.jpg,BA,5,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_300288.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/PMY_277490.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_122655.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_504669.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_32496.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_287213.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_334793.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_395198.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_795543.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_765056.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_453505.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_561480.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_372008.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_993601.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_407150.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_873673.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_692079.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_384966.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_972824.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_592408.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_210999.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_143892.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_168549.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_756802.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_337552.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_19307.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_965871.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_406701.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_141285.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_230602.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_434512.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/IG_325570.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\ig/MMY_586398.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_524648.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/PMY_365821.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_208335.jpg,MO,6,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_781514.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_836516.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_690628.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_960038.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_56397.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_405031.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_105120.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_378472.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_820191.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_822053.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_694791.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_426140.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_348065.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_287569.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_378582.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_984542.jpg,EO,2,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_511840.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_544367.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_466996.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_641852.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_745810.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_374119.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_451304.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_780969.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_508478.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_645724.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_415104.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_553981.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_178853.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_59759.jpg,BA,5,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_457339.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_676152.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_411359.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_834548.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_465567.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_225481.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_154997.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_287348.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_868941.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\basophil/BA_589260.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_444417.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_368828.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_506761.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_564837.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_97849.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_352853.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_580802.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_775620.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_377610.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_697135.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/PMY_467629.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_58748.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_728765.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_623403.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_985050.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_780639.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_762064.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_144566.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_897112.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_102535.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_955654.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_379753.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_967725.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_908570.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_587998.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_941855.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_961642.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_815051.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_554685.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_719631.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_223548.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_190201.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_827883.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_23571.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_637239.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_436393.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_646915.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_254321.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/PMY_546734.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_762060.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_315281.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_889884.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_205837.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_16620.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_973184.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_721912.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_742231.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_586921.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_175931.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MMY_912108.jpg,IG,3,IG
