Path,target
Images/PBC_dataset_normal_DIB\neutrophil\SNE_375899.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_376675.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_376752.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_376973.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_378472.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_379032.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_379254.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_379742.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_380575.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_380978.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_381415.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_381430.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_381785.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_382444.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_382898.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_383256.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_383651.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_383824.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_385589.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_385613.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_385652.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_386155.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_386488.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_386870.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_386954.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_387264.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_387274.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_388709.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_388847.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_388881.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_389572.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_389659.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_390699.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_390822.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_390859.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_390997.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_392001.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_392106.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_392617.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_393713.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_394048.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_394122.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_394622.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_394861.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_395210.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_395253.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_395866.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_396735.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_397471.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_398870.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_399454.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_399708.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_399998.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_400193.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_400327.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_401003.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_401211.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_401430.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_401509.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_401654.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_402139.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_402177.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_402317.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_40278.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_402972.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_40306.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_403663.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_403956.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_404174.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_404231.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_404265.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_404595.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_405383.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_405975.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_406359.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_406546.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_406667.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_406702.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_407809.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_408047.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_409307.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_409624.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_411334.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_411413.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_413625.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_414238.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_414265.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_414851.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_4152.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_415544.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_415670.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_416285.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_416964.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_417051.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_417396.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_418367.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_418745.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_419085.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_419179.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_419260.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_419387.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_420372.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_420784.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_421318.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_421651.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_42209.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_422423.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_422578.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_423252.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_423353.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_424615.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_425270.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_425988.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_426049.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_426212.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_426389.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_42657.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_42662.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_426696.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_429672.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_429986.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_432053.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_432940.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_433684.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_433858.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_433963.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_434790.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_435561.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_438105.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_43921.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_439672.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_440123.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_440901.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_441224.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_442669.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_443512.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_443532.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_443796.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_443914.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_444125.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_444255.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_444266.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_445423.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_445540.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_445545.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_446799.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_446923.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_447298.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_447846.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_448410.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_449711.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_449792.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_450483.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_452254.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_453662.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_455449.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_4557.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_455746.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_457299.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_45775.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_459251.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_460286.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_460683.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_460781.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_460824.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_461282.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_461516.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_461742.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_462407.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_462447.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_463342.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_464918.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_465051.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_465183.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_465184.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_465548.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_466558.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_466618.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_467255.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_467597.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_467879.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_468966.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_469228.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_469555.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_469792.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_471764.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_472376.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_472584.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_472654.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_472777.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_474337.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_474619.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_474890.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_47527.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_475360.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_475422.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_475803.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_476160.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_476747.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_477184.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_477469.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_477716.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_478479.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_480268.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_48031.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_480949.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_481329.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_481750.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_483027.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_483803.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_483806.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_483814.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_483940.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_4845.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_484777.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_484817.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_485296.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_48537.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_485719.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_485828.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_485945.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_487530.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_488521.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_488757.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_489607.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_490067.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_490662.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_491822.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_491948.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_492233.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_493415.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_493458.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_493463.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_494764.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_495787.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_495849.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_49598.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_496455.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_497060.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_497237.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_49767.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_497960.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_499346.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_499727.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_499841.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_500563.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_501206.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_501283.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_501381.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_50201.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_502348.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_503826.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_503929.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_504343.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_504413.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_504600.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_504699.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_504764.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_505047.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_505705.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_506153.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_506855.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_506990.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_507816.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_508088.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_508294.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_508392.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_508478.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_508710.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_509393.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_509454.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_509890.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_511583.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_512050.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_512541.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_513366.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_513440.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_513920.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_514355.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_516734.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_517153.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_517174.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_517466.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_517469.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_518038.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_518391.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_519778.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_52015.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_520928.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_522147.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_522338.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_522713.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_523523.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_524562.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_525189.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_525482.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_526818.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_526872.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_528277.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_528715.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_528864.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_528907.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_529503.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_530476.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_530862.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_531347.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_5329.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_533630.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_533941.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_534184.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_536692.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_53714.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_537361.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_538680.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_539171.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_54012.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_541286.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_541356.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_54137.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_541817.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_543039.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_543424.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_543818.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_54408.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_545033.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_545367.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_548349.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_548602.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_550192.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_550919.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_551569.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_551599.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_553078.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_55404.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_554543.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_555512.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_556448.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_556621.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_556796.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_556912.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_559470.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_560191.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_56069.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_560864.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_561932.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_563198.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_563211.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_564272.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_564665.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_565578.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_565642.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_565875.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_566153.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_56722.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_568613.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_569272.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_569771.jpg,NEU
Images/PBC_dataset_normal_DIB\neutrophil\SNE_570447.jpg,NEU
